day_id;event_time;event_id;event_type;user_id;worker_id;profile;routine;resource;planned_order;assistance;cardio_planned;cable_planned;speed_m_per_min;origin;destination;duration_min;wait_min;outcome;water_liters;towel_count;stock_after;dissatisfaction
D038;834,438;2695;exercise;U-0364;;flexible;full_body;leg_press;1,0;False;;;;26;26;14,337;7,0;completed;0,24;;0,49;
D038;834,498;2696;exercise;U-0329;;standard;upper;seated_row;4,0;False;;;;;44;;0,0;pending;;;;
D038;834,734;2697;visit;U-0383;;intense;pull;gym;;;False;True;53,79;;1;67,54;18,04;completed;;;0,0;0,05
D038;835,457;2698;exercise;U-0376;;standard;upper;shoulder_press;1,0;False;;;;45;45;8,164;5,18;completed;0,254;;0,96;
D038;835,576;2699;exercise;U-0354;;standard;upper;seated_row;2,0;False;;;;29;29;10,149;0,0;completed;0,191;;0,17;
D038;835,888;2700;exercise;U-0373;;intense;push;chest_press;1,0;False;;;;42;42;12,312;7,43;completed;0,507;;0,93;
D038;836,249;2701;exercise;U-0380;;express;upper;chest_press;1,0;False;;;;;;;;omitted;;;;
D038;836,4;2702;exercise;U-0372;;express;upper;lat_pulldown;2,0;False;;;;;;;;omitted;;;;
D038;836,447;2703;worker_travel;;R-02;;;receptionists;;;;;63,53;44;7;0,395;;completed;;;;
D038;836,447;2704;supply_pickup;U-0366;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;98,0;
D038;836,775;2705;exercise;U-0330;;intense;full_body;shoulder_press;4,0;False;;;;;36;;0,0;pending;;;;
D038;836,842;2706;registration;U-0383;R-02;intense;;R-02;;;;;;;7;2,01;1,83;completed;;2,0;;
D038;837,197;2707;supply_pickup;U-0357;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;96,0;
D038;837,453;2708;worker_travel;;M-01;;;technicians;;;;;67,81;49;7;0,221;;completed;;;;
D038;837,947;2709;supply_pickup;U-0365;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;94,0;
D038;838,026;2710;exercise;U-0357;;flexible;full_body;lat_pulldown;3,0;False;;;;36;36;7,933;0,0;completed;0,336;;1,03;
D038;838,08;2711;exercise;U-0363;;standard;upper;chest_fly;3,0;False;;;;46;46;8,208;7,38;completed;0,417;;0,77;
D038;838,697;2712;supply_pickup;U-0360;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;92,0;
D038;838,938;2713;assistance;U-0365;PT-02;standard;;biceps_curl-01;;;;;;;11;;4,09;arrived;;;;
D038;839,403;2714;visit;U-0384;;flexible;upper;gym;;;False;False;55,44;;1;31,23;7,0;incomplete;;;13,0;0,14
D038;839,673;2715;registration;U-0384;R-01;flexible;;R-01;;;;;;;7;1,7;0,0;completed;;2,0;;
D038;841,145;2716;exercise;U-0371;;flexible;upper;shoulder_press;3,0;False;;;;49;49;9,004;0,0;completed;0,371;;0,68;
D038;841,431;2717;exercise;U-0372;;express;upper;seated_row;3,0;False;;;;;;;;omitted;;;;
D038;841,448;2718;exercise;U-0380;;express;upper;seated_row;2,0;False;;;;;;;;omitted;;;;
D038;841,819;2719;exercise;U-0343;;intense;upper;biceps_curl;4,0;False;;;;;33;;0,0;pending;;;;
D038;841,819;2720;exercise;U-0343;;intense;upper;cable;5,0;False;;;;;33;;0,0;pending;;;;
D038;841,884;2721;exercise;U-0366;;flexible;pull;seated_row;2,0;False;;;;15;15;9,532;4,54;completed;0,355;;0,49;
D038;842,068;2722;supply_pickup;U-0368;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;90,0;
D038;842,269;2723;exercise;U-0369;;intense;upper;shoulder_press;2,0;False;;;;45;45;5,449;6,19;completed;0,353;;0,91;
D038;842,381;2724;exercise;U-0360;;intense;full_body;seated_row;3,0;False;;;;29;29;10,755;2,8;completed;0,412;;0,0;
D038;842,578;2725;cardio;U-0354;;standard;upper;treadmill;;;True;;;35;35;19,352;0,0;completed;;;;
D038;842,946;2726;exercise;U-0367;;standard;upper;biceps_curl;4,0;False;;;;33;33;6,138;2,9;completed_failed;0,154;;0,81;
D038;842,988;2727;worker_travel;;PT-02;;;trainers;;;;;72,56;12;11;0,034;;completed;;;;
D038;843,023;2728;exercise;U-0365;;standard;pull;biceps_curl;3,0;True;;;;11;11;6,82;0,0;completed;0,266;;0,34;
D038;843,126;2729;assistance;U-0381;PT-01;flexible;;leg_curl-01;;;;;;;31;;0,16;arrived;;;;
D038;843,262;2730;worker_travel;;PT-01;;;trainers;;;;;86,38;24;31;0,029;;completed;;;;
D038;843,291;2731;exercise;U-0381;;flexible;legs;leg_curl;3,0;True;;;;31;31;5,294;0,0;completed;0,218;;0,23;
D038;843,422;2732;supply_pickup;U-0362;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;88,0;
D038;844,172;2733;supply_pickup;U-0363;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;86,0;
D038;844,417;2734;exercise;U-0362;;intense;legs;leg_extension;3,0;False;;;;10;10;18,598;0,0;completed;0,519;;0,0;
D038;844,874;2735;exercise;U-0382;;intense;full_body;leg_press;1,0;False;;;;26;26;13,054;6,87;completed;0,293;;1,26;
D038;844,922;2736;supply_pickup;U-0359;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;84,0;
D038;846,544;2737;exercise;U-0372;;express;upper;shoulder_press;4,0;False;;;;;;;;omitted;;;;
D038;846,566;2738;exercise;U-0380;;express;upper;biceps_curl;3,0;False;;;;;;;;omitted;;;;
D038;847,669;2739;exercise;U-0376;;standard;upper;lat_pulldown;2,0;False;;;;36;36;10,61;5,31;completed;0,241;;0,47;
D038;847,995;2740;cardio;U-0357;;flexible;full_body;treadmill;;;True;;;28;28;10,178;0,0;completed;;;;
D038;848,855;2741;exercise;U-0384;;flexible;upper;chest_fly;3,0;False;;;;46;46;8,18;0,0;completed;0,222;;0,94;
D038;849,347;2742;worker_travel;;M-01;;;technicians;;;;;67,81;7;33;0,204;;completed;;;;
D038;849,347;2743;repair;;M-01;;;biceps_curl;;;;;;33;33;20,4;0,2;returned_same_day;;;;
D038;849,534;2744;supply_pickup;U-0367;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;82,0;
D038;849,62;2745;exercise;U-0383;;intense;pull;seated_row;1,0;False;;;;15;15;6,194;10,41;completed;0,367;;1,04;
D038;849,651;2746;exercise;U-0366;;flexible;pull;lat_pulldown;1,0;False;;;;22;22;13,531;0,0;completed;0,511;;0,28;
D038;850,284;2747;supply_pickup;U-0381;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;80,0;
D038;850,926;2748;exercise;U-0368;;standard;pull;biceps_curl;3,0;False;;;;11;11;7,343;7,78;completed;0,443;;0,09;
D038;851,037;2749;exercise;U-0365;;standard;pull;cable;4,0;False;;;;8;8;7,892;0,0;completed;0,377;;0,07;
D038;851,144;2750;exercise;U-0381;;flexible;legs;leg_press;1,0;False;;;;32;32;7,377;0,0;completed;0,465;;0,0;
D038;851,672;2751;exercise;U-0373;;intense;push;shoulder_press;2,0;False;;;;49;49;12,021;4,12;completed;0,284;;0,5;
D038;851,674;2752;exercise;U-0380;;express;upper;shoulder_press;4,0;False;;;;;;;;omitted;;;;
D038;851,824;2753;supply_pickup;U-0371;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;78,0;
D038;852,032;2754;exercise;U-0364;;flexible;full_body;seated_row;3,0;False;;;;;29;;7,0;pending;;;;
D038;852,299;2755;supply_pickup;U-0362;;intense;;water;;;;;;;48;0,75;;completed;1,5;;13,0;
D038;852,574;2756;supply_pickup;U-0376;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;76,0;
D038;852,666;2757;exercise;U-0371;;flexible;upper;chest_press;1,0;False;;;;47;47;9,303;7,0;completed;0,256;;0,04;
D038;853,097;2758;exercise;U-0363;;standard;upper;cable;5,0;False;;;;43;43;10,89;0,0;completed;0,249;;0,49;
D038;853,191;2759;exercise;U-0384;;flexible;upper;lat_pulldown;2,0;False;;;;36;36;7,774;0,0;completed;0,246;;0,77;
D038;853,393;2760;exercise;U-0376;;standard;upper;chest_fly;3,0;False;;;;46;46;4,536;0,0;completed;0,305;;0,0;
D038;854,265;2761;assistance;U-0367;PT-01;standard;;seated_row-02;;;;;;;29;;0,06;arrived;;;;
D038;854,265;2762;worker_travel;;PT-01;;;trainers;;;;;86,38;31;29;0,058;;completed;;;;
D038;854,323;2763;exercise;U-0367;;standard;upper;seated_row;2,0;True;;;;29;29;8,465;3,87;completed;0,119;;0,43;
D038;854,593;2764;supply_pickup;U-0360;;intense;;water;;;;;;;48;0,75;;completed;1,5;;11,5;
D038;854,825;2765;exercise;U-0370;;intense;full_body;shoulder_press;2,0;False;;;;45;45;9,362;9,11;completed;0,382;;0,36;
D038;854,866;2766;supply_pickup;U-0369;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;74,0;
D038;855,434;2767;exercise;U-0360;;intense;full_body;chest_press;4,0;False;;;;42;42;12,904;0,0;completed;0,407;;0,87;
D038;856,238;2768;exercise;U-0359;;intense;pull;biceps_curl;3,0;False;;;;11;11;15,645;10,24;completed;0,503;;0,74;
D038;856,355;2769;cardio;U-0368;;standard;pull;treadmill;;;True;;;14;14;28,0;0,0;completed;;;;
D038;856,746;2770;supply_pickup;U-0376;;standard;;water;;;;;;;48;0,75;;completed;1,25;;10,25;
D038;857,189;2771;cardio;U-0365;;standard;pull;treadmill;;;True;;;21;21;11,092;0,0;completed;;;;
D038;858,657;2772;exercise;U-0363;;standard;upper;lat_pulldown;2,0;False;;;;22;22;7,651;0,0;completed;0,152;;0,33;
D038;861,192;2773;supply_pickup;U-0384;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;72,0;
D038;862,155;2774;exercise;U-0384;;flexible;upper;seated_row;4,0;False;;;;15;15;5,831;0,0;completed;0,376;;0,56;
D038;864,112;2775;supply_pickup;U-0373;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;70,0;
D038;864,356;2776;exercise;U-0369;;intense;upper;seated_row;3,0;False;;;;29;29;6,655;8,63;completed;0,408;;0,65;
D038;864,505;2777;supply_pickup;U-0381;;flexible;;water;;;;;;;48;0,75;;completed;1,25;;9,0;
D038;864,51;2778;assistance;U-0371;PT-02;flexible;;lat_pulldown-01;;;;;;;36;;0,22;arrived;;;;
D038;864,51;2779;worker_travel;;PT-02;;;trainers;;;;;72,56;11;36;0,221;;completed;;;;
D038;864,662;2780;exercise;U-0367;;standard;upper;shoulder_press;3,0;False;;;;49;49;9,487;0,0;completed;0,395;;0,3;
D038;864,731;2781;exercise;U-0371;;flexible;upper;lat_pulldown;2,0;True;;;;36;36;9,23;0,0;completed;0,206;;0,0;
D038;864,96;2782;assistance;U-0373;PT-01;intense;;chest_fly-01;;;;;;;46;;0,13;arrived;;;;
D038;864,96;2783;worker_travel;;PT-01;;;trainers;;;;;86,38;29;46;0,133;;completed;;;;
D038;865,093;2784;exercise;U-0373;;intense;push;chest_fly;3,0;True;;;;46;46;9,957;0,0;completed;0,243;;0,08;
D038;865,324;2785;exercise;U-0383;;intense;pull;lat_pulldown;2,0;False;;;;22;22;11,056;5,8;completed;0,422;;0,34;
D038;865,368;2786;cardio;U-0381;;flexible;legs;treadmill;;;True;;;28;28;19,821;0,0;completed;;;;
D038;865,461;2787;supply_pickup;U-0363;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;68,0;
D038;866,117;2788;exercise;U-0382;;intense;full_body;shoulder_press;2,0;False;;;;45;45;9,851;3,95;completed;0,145;;0,82;
D038;866,211;2789;supply_pickup;U-0370;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;66,0;
D038;866,685;2790;exercise;U-0359;;intense;pull;cable;4,0;False;;;;8;8;11,931;0,0;completed;0,373;;0,4;
D038;869,953;2791;worker_travel;;M-01;;;technicians;;;;;67,81;33;7;0,204;;completed;;;;
D038;870,104;2792;exercise;U-0384;;flexible;upper;shoulder_press;1,0;False;;;;;15;;7,0;pending;;;;
D038;870,666;2793;exercise;U-0370;;intense;full_body;lat_pulldown;3,0;False;;;;36;36;10,928;3,63;completed;0,907;;0,0;
D038;870,841;2794;supply_pickup;U-0371;;flexible;;water;;;;;;;48;0,75;;completed;1,25;;7,75;
D038;871,591;2795;exercise;U-0371;;flexible;upper;seated_row;4,0;False;;;;;48;;0,0;pending;;;;
D038;873,72;2796;exercise;U-0376;;standard;upper;seated_row;4,0;False;;;;;;;;retry_failed;;;;
D038;874,313;2797;exercise;U-0363;;standard;upper;seated_row;4,0;False;;;;;;;;retry_failed;;;;
D038;876,417;2798;supply_pickup;U-0382;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;64,0;
D038;877,167;2799;supply_pickup;U-0383;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;62,0;
D038;877,34;2800;exercise;U-0382;;intense;full_body;seated_row;3,0;False;;;;15;15;8,22;0,0;completed;0,336;;0,32;
D038;878,13;2801;exercise;U-0383;;intense;pull;biceps_curl;3,0;False;;;;33;33;8,516;0,0;completed;0,358;;0,0;
D038;882,428;2802;exercise;U-0369;;intense;upper;biceps_curl;4,0;False;;;;11;11;6,772;0,0;completed;0,361;;0,0;
D038;882,947;2803;supply_pickup;U-0370;;intense;;water;;;;;;;48;0,75;;completed;1,5;;6,25;
D038;883,971;2804;exercise;U-0370;;intense;full_body;seated_row;4,0;False;;;;29;29;13,568;0,0;completed;0,413;;1,24;
D038;889,594;2805;supply_pickup;U-0383;;intense;;water;;;;;;;48;0,75;;completed;1,5;;4,75;
D038;890,057;2806;exercise;U-0369;;intense;upper;cable;5,0;False;;;;;11;;0,0;pending;;;;
D038;890,057;2807;exercise;U-0382;;intense;full_body;biceps_curl;4,0;False;;;;11;11;6,627;3,51;completed;0,272;;0,0;
D038;890,577;2808;exercise;U-0383;;intense;pull;cable;4,0;False;;;;43;43;6,338;0,0;completed;0,48;;1,17;
D038;900,0;2809;worker_travel;;PT-02;;;trainers;;;;;72,56;36;13;0,283;;completed;;;;
D038;900,0;2810;worker_travel;;PT-01;;;trainers;;;;;86,38;46;13;0,189;;completed;;;;
D038;900,189;2811;worker_travel;;PT-01;;;trainers;;;;;86,38;13;6;0,029;;completed;;;;
D038;900,217;2812;worker_travel;;PT-01;;;trainers;;;;;86,38;6;1;0,145;;completed;;;;
D038;900,283;2813;worker_travel;;PT-02;;;trainers;;;;;72,56;13;6;0,034;;completed;;;;
D038;900,318;2814;worker_travel;;PT-02;;;trainers;;;;;72,56;6;1;0,172;;completed;;;;
D038;902,271;2815;worker_travel;;M-01;;;technicians;;;;;67,81;7;1;0,221;;completed;;;;
D038;902,492;2816;worker_travel;;R-02;;;receptionists;;;;;63,53;7;1;0,236;;completed;;;;
D038;902,492;2817;worker_travel;;R-01;;;receptionists;;;;;84,62;7;1;0,177;;completed;;;;
D039;2,142;1;visit;U-0001;;intense;full_body;gym;;;False;False;66,59;;1;51,19;10,03;completed;;;14,0;0,03
D039;2,368;2;registration;U-0001;R-01;intense;;R-01;;;;;;;7;1,82;0,0;completed;;2,0;;
D039;4,296;3;exercise;U-0001;;intense;full_body;leg_extension;1,0;False;;;;12;12;8,493;0,0;completed;0,353;;1,04;
D039;8,191;4;visit;U-0002;;flexible;full_body;gym;;;False;True;81,87;;1;38,39;7,0;incomplete;;;13,0;0,12
D039;8,374;5;registration;U-0002;R-02;flexible;;R-02;;;;;;;7;2,21;0,0;completed;;2,0;;
D039;9,381;6;visit;U-0003;;intense;push;gym;;;False;False;64,94;;1;36,71;0,0;completed;;;13,0;0,0
D039;9,612;7;registration;U-0003;R-01;intense;;R-01;;;;;;;7;2,43;0,0;completed;;2,0;;
D039;10,736;8;exercise;U-0002;;flexible;full_body;leg_extension;4,0;False;;;;10;10;5,773;0,0;completed;0,531;;0,9;
D039;10,957;9;visit;U-0004;;intense;full_body;gym;;;True;False;58,18;;1;70,26;6,59;completed;;;21,0;0,02
D039;11,093;10;exercise;U-0001;;intense;full_body;shoulder_press;2,0;False;;;;45;45;12,934;0,0;completed;0,25;;0,91;
D039;11,215;11;registration;U-0004;R-02;intense;;R-02;;;;;;;7;2,6;0,0;completed;;2,0;;
D039;12,021;12;visit;U-0005;;express;pull;gym;;;False;False;76,23;;1;18,69;0,0;completed;;;6,0;0,0
D039;12,217;13;registration;U-0005;R-01;express;;R-01;;;;;;;7;1,43;0,0;completed;;2,0;;
D039;12,3;14;exercise;U-0003;;intense;push;chest_press;1,0;False;;;;42;42;9,151;0,0;completed;0,235;;1,01;
D039;13,927;15;exercise;U-0005;;express;pull;lat_pulldown;1,0;False;;;;22;22;4,101;0,0;completed;0,267;;0,78;
D039;14,024;16;exercise;U-0004;;intense;full_body;leg_press;1,0;False;;;;26;26;16,453;0,0;completed;0,323;;1,0;
D039;14,611;17;visit;U-0006;;standard;full_body;gym;;;False;True;60,36;;1;42,11;0,2;completed;;;15,0;0,0
D039;14,859;18;registration;U-0006;R-01;standard;;R-01;;;;;;;7;1,44;0,0;completed;;2,0;;
D039;15,28;19;visit;U-0007;;intense;push;gym;;;False;True;52,96;;1;52,62;2,0;completed;;;15,0;0,01
D039;15,563;20;registration;U-0007;R-02;intense;;R-02;;;;;;;7;2,52;0,0;completed;;2,0;;
D039;16,427;21;exercise;U-0006;;standard;full_body;leg_extension;1,0;False;;;;12;12;7,722;0,0;completed;0,316;;0,68;
D039;17,006;22;exercise;U-0002;;flexible;full_body;cable;5,0;False;;;;8;8;6,581;0,0;completed;0,22;;0,57;
D039;18,449;23;exercise;U-0007;;intense;push;chest_press;1,0;False;;;;47;47;12,369;0,0;completed;0,206;;1,03;
D039;19,012;24;supply_pickup;U-0001;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;98,0;
D039;19,36;25;exercise;U-0005;;express;pull;biceps_curl;2,0;False;;;;11;11;3,094;0,0;completed;0,198;;0,59;
D039;19,831;26;exercise;U-0001;;intense;full_body;lat_pulldown;3,0;False;;;;36;36;12,755;0,0;completed;0,306;;0,65;
D039;22,673;27;exercise;U-0003;;intense;push;shoulder_press;2,0;False;;;;49;49;12,212;0,0;completed;0,394;;0,44;
D039;23,875;28;supply_pickup;U-0005;;express;;towels;;;;;;;44;0,75;;completed;;2,0;96,0;
D039;24,473;29;exercise;U-0006;;standard;full_body;chest_press;2,0;False;;;;42;42;7,851;0,0;completed;0,185;;0,4;
D039;24,625;30;supply_pickup;U-0002;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;94,0;
D039;24,716;31;exercise;U-0005;;express;pull;seated_row;3,0;False;;;;29;29;3,328;0,0;completed;0,317;;0,36;
D039;25,52;32;exercise;U-0002;;flexible;full_body;seated_row;3,0;False;;;;15;15;7,572;0,0;completed;0,368;;0,4;
D039;32,429;33;exercise;U-0002;;flexible;full_body;leg_curl;1,0;False;;;;24;24;9,528;0,0;completed;0,478;;0,01;
D039;33,441;34;visit;U-0008;;intense;upper;gym;;;False;False;69,76;;1;65,76;6,7;completed;;;23,0;0,02
D039;33,656;35;registration;U-0008;R-01;intense;;R-01;;;;;;;7;2,22;0,0;completed;;2,0;;
D039;33,996;36;supply_pickup;U-0003;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;92,0;
D039;34,55;37;exercise;U-0004;;intense;full_body;chest_press;2,0;False;;;;47;47;13,948;6,59;completed;0,283;;0,54;
D039;34,644;38;exercise;U-0007;;intense;push;shoulder_press;2,0;False;;;;45;45;15,423;0,0;completed;0,234;;0,68;
D039;34,823;39;exercise;U-0003;;intense;push;chest_fly;3,0;False;;;;46;46;8,443;0,0;completed;0,573;;0,12;
D039;35,613;40;supply_pickup;U-0006;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;90,0;
D039;36,114;41;exercise;U-0008;;intense;upper;chest_press;1,0;False;;;;42;42;17,363;0,0;completed;0,317;;1,07;
D039;36,478;42;assistance;U-0006;PT-01;standard;;seated_row-02;;;;;;;29;;0,13;arrived;;;;
D039;36,478;43;worker_travel;;PT-01;;;trainers;;;;;70,66;25;29;0,133;;completed;;;;
D039;36,611;44;exercise;U-0006;;standard;full_body;seated_row;3,0;True;;;;29;29;7,634;0,0;completed;0,428;;0,13;
D039;37,088;45;visit;U-0009;;express;legs;gym;;;False;True;85,34;;1;22,59;5,03;incomplete;;;14,0;0,13
D039;37,264;46;registration;U-0009;R-02;express;;R-02;;;;;;;7;1,83;0,0;completed;;2,0;;
D039;37,941;47;visit;U-0010;;standard;upper;gym;;;False;False;58,74;;1;40,28;8,16;completed;;;21,0;0,04
D039;38,196;48;registration;U-0010;R-01;standard;;R-01;;;;;;;7;1,31;0,0;completed;;2,0;;
D039;38,272;49;visit;U-0011;;intense;pull;gym;;;False;False;64,45;;1;59,9;12,04;completed;;;23,0;0,03
D039;38,327;50;supply_pickup;U-0002;;flexible;;towels;;;;;;;44;0,75;;completed;;2,0;88,0;
D039;38,69;51;visit;U-0012;;standard;upper;gym;;;False;True;59,21;;1;71,99;19,33;completed;;;22,0;0,09
D039;39,092;52;registration;U-0011;R-02;intense;;R-02;;;;;;;7;2,05;0,59;completed;;2,0;;
D039;39,232;53;assistance;U-0009;PT-02;express;;leg_press-01;;;;;;;26;;0,03;arrived;;;;
D039;39,232;54;worker_travel;;PT-02;;;trainers;;;;;73,23;25;26;0,034;;completed;;;;
D039;39,266;55;exercise;U-0009;;express;legs;leg_press;1,0;True;;;;26;26;5,266;0,0;completed;0,372;;0,61;
D039;39,503;56;registration;U-0012;R-01;standard;;R-01;;;;;;;7;2,68;0,56;completed;;2,0;;
D039;40,608;57;visit;U-0013;;express;legs;gym;;;False;False;81,41;;1;18,69;0,35;completed;;;15,0;0,0
D039;41,145;58;registration;U-0013;R-02;express;;R-02;;;;;;;7;0,79;0,35;completed;;2,0;;
D039;41,444;59;exercise;U-0011;;intense;pull;seated_row;1,0;False;;;;15;15;11,128;0,0;completed;0,6;;1,08;
D039;42,135;60;exercise;U-0013;;express;legs;leg_press;1,0;False;;;;32;32;4,47;0,0;completed;0,333;;0,44;
D039;43,191;61;exercise;U-0001;;intense;full_body;chest_press;4,0;False;;;;47;47;16,104;10,03;completed;0,368;;0,15;
D039;43,3;62;exercise;U-0006;;standard;full_body;shoulder_press;4,0;False;;;;49;49;7,651;0,0;completed;0,148;;0,0;
D039;43,32;63;supply_pickup;U-0004;;intense;;towels;;;;;;;44;0,75;;resultado_desconocido;;2,0;86,0;
D039;44,105;64;exercise;U-0009;;express;legs;leg_extension;2,0;False;;;;12;12;4,513;0,0;completed;0,254;;0,36;
D039;44,129;65;visit;U-0014;;standard;pull;gym;;;False;False;61,19;;1;30,15;4,7;completed;;;21,0;0,02
D039;44,189;66;exercise;U-0004;;intense;full_body;seated_row;3,0;False;;;;29;29;12,168;0,0;completed;0,337;;0,17;
D039;44,374;67;registration;U-0014;R-02;standard;;R-02;;;;;;;7;1,83;0,0;completed;;2,0;;
D039;45,291;68;visit;U-0015;;flexible;pull;gym;;;False;True;70,87;;1;52,4;19,07;incomplete;;;24,0;0,23
D039;45,503;69;registration;U-0015;R-01;flexible;;R-01;;;;;;;7;1,53;0,0;completed;;2,0;;
D039;46,252;70;exercise;U-0002;;flexible;full_body;chest_press;2,0;False;;;;;42;;7,0;pending;;;;
D039;46,282;71;supply_pickup;U-0007;;intense;;towels;;;;;;;44;0,75;;completed;;2,0;84,0;
D039;46,325;72;visit;U-0016;;standard;full_body;gym;;;True;False;69,06;;1;67,45;7,08;completed;;;22,0;0,03
D039;46,542;73;registration;U-0016;R-02;standard;;R-02;;;;;;;7;3,0;0,0;completed;;2,0;;
D039;46,548;74;exercise;U-0014;;standard;pull;lat_pulldown;1,0;False;;;;22;22;6,741;0,0;completed;0,338;;1,04;
D039;47,126;75;exercise;U-0007;;intense;push;chest_fly;3,0;False;;;;46;46;15,604;0,0;completed;0,175;;0,0;
D039;47,178;76;exercise;U-0015;;flexible;pull;biceps_curl;3,0;False;;;;11;11;6,372;0,0;completed;0,171;;1,07;
D039;47,393;77;visit;U-0017;;standard;full_body;gym;;;False;True;77,58;;1;59,07;10,64;completed;;;23,0;0,05
D039;47,587;78;registration;U-0017;R-01;standard;;R-01;;;;;;;7;0,9;0,0;completed;;2,0;;
D039;48,045;79;exercise;U-0010;;standard;upper;lat_pulldown;2,0;False;;;;36;36;11,879;0,0;completed;0,188;;0,97;
D039;48,264;80;exercise;U-0013;;express;legs;leg_extension;2,0;False;;;;10;10;4,477;0,0;completed;0,321;;0,0;
D039;48,64;81;exercise;U-0017;;standard;full_body;leg_press;1,0;False;;;;26;26;11,135;0,0;completed;0,633;;1,0;
D039;48,784;82;supply_pickup;U-0009;;express;;towels;;;;;;;44;0,75;;completed;;2,0;82,0;
D039;49,615;83;exercise;U-0009;;express;legs;leg_curl;3,0;False;;;;31;31;4,551;0,0;completed;0,427;;0,13;
D039;49,782;84;exercise;U-0016;;standard;full_body;leg_press;1,0;False;;;;32;32;12,864;0,0;completed;0,418;;0,96;
D039;50,581;85;supply_pickup;U-0006;;standard;;water;;;;;;;48;0,75;;completed;1,25;;18,75;
D039;51,497;86;supply_pickup;U-0006;;standard;;towels;;;;;;;44;0,75;;completed;;2,0;80,0;
D039;52,185;87;exercise;U-0008;;intense;upper;shoulder_press;2,0;False;;;;49;49;17,483;0,0;completed;0,265;;0,21;
D039;52,288;88;assistance;U-0006;PT-01;standard;;cable-02;;;;;;;43;;0,07;arrived;;;;
D039;52,288;89;worker_travel;;PT-01;;;trainers;;;;;70,66;29;43;0,071;;completed;;;;
D039;52,359;90;exercise;U-0006;;standard;full_body;cable;5,0;True;;;;43;43;8,291;0,0;completed;0,186;;1,02;
D039;52,366;91;supply_pickup;U-0013;;express;;water;;;;;;;48;0,75;;completed;1,0;;17,75;
D039;52,477;92;exercise;U-0012;;standard;upper;lat_pulldown;2,0;False;;;;36;36;8,367;1,75;completed;0,23;;0,98;
D039;52,594;93;assistance;U-0010;PT-02;standard;;shoulder_press-02;;;;;;;45;;0,16;arrived;;;;
D039;52,594;94;worker_travel;;PT-02;;;trainers;;;;;73,23;26;45;0,157;;completed;;;;
D039;52,751;95;exercise;U-0010;;standard;upper;shoulder_press;3,0;True;;;;45;45;6,613;0,0;completed;0,158;;0,75;
D039;53,064;96;visit;U-0018;;standard;pull;gym;;;False;False;63,0;;1;32,71;0,11;completed;;;20,0;0,0
D039;53,116;97;supply_pickup;U-0007;;intense;;water;;;;;;;48;0,75;;completed;1,5;;16,25;
D039;53,206;98;assistance;U-0015;PT-01;flexible;;cable-01;;;;;;;8;;3,07;arrived;;;;
D039;53,239;99;supply_pickup;U-0013;;express;;towels;;;;;;;44;0,75;;completed;;2,0;78,0;
D039;53,302;100;registration;U-0018;R-01;standard;;R-01;;;;;;;7;1,81;0,0;completed;;2,0;;
D039;53,621;101;visit;U-0019;;standard;legs;gym;;;False;False;69,88;;1;28,63;4,29;completed;;;20,0;0,02
D039;53,836;102;registration;U-0019;R-02;standard;;R-02;;;;;;;7;1,88;0,0;completed;;2,0;;
D039;54,104;103;exercise;U-0013;;express;legs;leg_curl;3,0;False;;;;24;24;4,97;0,0;completed;0,251;;0,67;
D039;54,868;104;visit;U-0020;;intense;legs;gym;;;False;False;59,47;;1;58,31;20,47;completed;;;21,0;0,06
D039;55,037;105;exercise;U-0004;;intense;full_body;leg_extension;4,0;False;;;;10;10;10,396;0,0;completed;0,608;;0,0;
D039;55,121;106;registration;U-0020;R-01;intense;;R-01;;;;;;;7;3,08;0,0;completed;;2,0;;
D039;55,452;107;exercise;U-0018;;standard;pull;lat_pulldown;1,0;False;;;;22;22;6,376;0,0;completed;0,219;;0,92;
D039;56,099;108;worker_travel;;PT-01;;;trainers;;;;;70,66;43;8;0,177;;completed;;;;
D039;56,099;109;exercise;U-0007;;intense;push;cable;4,0;False;;;;43;43;11,797;2,0;completed;0,223;;1,12;
